qid,query_expansion_mode,n_queries,query_gen_prompt_level,qpp,initial_retrieval_k_docs,first_step_ranker,reranker,context_words_limit,rag_prompt_level,relevance_score,faithfulness_score
431,decomposition,8,advanced,no,100,both_fusion,logits,15000,advanced,2,1
431,decomposition,8,advanced,no,100,both_fusion,logits,15000,naive,2,0
431,decomposition,8,advanced,no,50,both_concat,logits,10000,advanced,2,1
431,decomposition,8,advanced,no,50,both_concat,logits,10000,naive,2,1
431,decomposition,8,advanced,no,50,both_concat,logits,15000,advanced,2,1
431,decomposition,8,advanced,no,50,both_concat,logits,15000,naive,2,0
431,decomposition,8,advanced,no,50,both_fusion,logits,10000,advanced,2,1
431,decomposition,8,advanced,no,50,both_fusion,logits,10000,naive,2,0
431,decomposition,8,advanced,no,50,both_fusion,logits,15000,advanced,2,1
431,decomposition,8,advanced,no,50,both_fusion,logits,15000,naive,2,1
431,decomposition,8,medium,no,100,both_concat,logits,10000,advanced,2,1
431,decomposition,8,medium,no,100,both_concat,logits,10000,naive,2,0
431,decomposition,8,medium,no,100,both_concat,logits,15000,advanced,2,1
431,decomposition,8,medium,no,100,both_concat,logits,15000,naive,2,1
431,decomposition,8,medium,no,100,both_fusion,logits,10000,advanced,2,0
431,decomposition,8,medium,no,100,both_fusion,logits,10000,naive,2,0
431,decomposition,8,medium,no,100,both_fusion,logits,15000,advanced,2,1
431,decomposition,8,medium,no,100,both_fusion,logits,15000,naive,2,0
431,decomposition,8,medium,no,50,both_concat,logits,10000,advanced,2,1
431,decomposition,8,medium,no,50,both_concat,logits,10000,naive,2,0
431,decomposition,8,medium,no,50,both_concat,logits,15000,advanced,2,1
431,decomposition,8,medium,no,50,both_concat,logits,15000,naive,2,1
431,decomposition,8,medium,no,50,both_fusion,logits,10000,advanced,2,1
431,decomposition,8,medium,no,50,both_fusion,logits,10000,naive,2,0
431,decomposition,8,medium,no,50,both_fusion,logits,15000,advanced,2,0
431,decomposition,8,medium,no,50,both_fusion,logits,15000,naive,2,0
431,none,8,advanced,no,100,both_concat,logits,10000,advanced,2,1
431,none,8,advanced,no,100,both_concat,logits,10000,naive,2,1
431,none,8,advanced,no,100,both_concat,logits,15000,advanced,2,1
431,none,8,advanced,no,100,both_concat,logits,15000,naive,2,1
431,none,8,advanced,no,100,both_fusion,logits,10000,advanced,2,1
431,none,8,advanced,no,100,both_fusion,logits,10000,naive,2,0
431,none,8,advanced,no,100,both_fusion,logits,15000,advanced,2,1
431,none,8,advanced,no,100,both_fusion,logits,15000,naive,2,1
431,none,8,advanced,no,50,both_concat,logits,10000,advanced,2,1
431,none,8,advanced,no,50,both_concat,logits,10000,naive,2,1
431,none,8,advanced,no,50,both_concat,logits,15000,advanced,2,1
431,none,8,advanced,no,50,both_concat,logits,15000,naive,2,1
431,none,8,advanced,no,50,both_fusion,logits,10000,advanced,2,0
431,none,8,advanced,no,50,both_fusion,logits,10000,naive,2,0
431,none,8,advanced,no,50,both_fusion,logits,15000,advanced,2,0
431,none,8,advanced,no,50,both_fusion,logits,15000,naive,2,0
431,none,8,medium,no,100,both_concat,logits,10000,advanced,2,1
431,none,8,medium,no,100,both_concat,logits,10000,naive,2,1
431,none,8,medium,no,100,both_concat,logits,15000,advanced,2,1
431,none,8,medium,no,100,both_concat,logits,15000,naive,2,1
431,none,8,medium,no,100,both_fusion,logits,10000,advanced,2,0
431,none,8,medium,no,100,both_fusion,logits,10000,naive,2,1
431,none,8,medium,no,100,both_fusion,logits,15000,advanced,2,1
431,none,8,medium,no,100,both_fusion,logits,15000,naive,2,1
431,none,8,medium,no,50,both_concat,logits,10000,advanced,2,1
431,none,8,medium,no,50,both_concat,logits,10000,naive,2,1
431,none,8,medium,no,50,both_concat,logits,15000,advanced,2,1
431,none,8,medium,no,50,both_concat,logits,15000,naive,2,1
431,none,8,medium,no,50,both_fusion,logits,10000,advanced,2,0
431,none,8,medium,no,50,both_fusion,logits,10000,naive,2,1
431,none,8,medium,no,50,both_fusion,logits,15000,advanced,2,1
431,none,8,medium,no,50,both_fusion,logits,15000,naive,2,1
431,variants,8,advanced,no,100,both_concat,logits,10000,advanced,2,0
431,variants,8,advanced,no,100,both_concat,logits,10000,naive,2,0
431,variants,8,advanced,no,100,both_concat,logits,15000,advanced,2,0
431,variants,8,advanced,no,100,both_concat,logits,15000,naive,2,0
431,variants,8,advanced,no,100,both_fusion,logits,10000,advanced,2,-1
431,variants,8,advanced,no,100,both_fusion,logits,10000,naive,2,0
431,variants,8,advanced,no,100,both_fusion,logits,15000,advanced,2,0
431,variants,8,advanced,no,100,both_fusion,logits,15000,naive,2,0
431,variants,8,advanced,no,50,both_concat,logits,10000,advanced,2,0
431,variants,8,advanced,no,50,both_concat,logits,10000,naive,2,0
431,variants,8,advanced,no,50,both_concat,logits,15000,advanced,2,0
431,variants,8,advanced,no,50,both_concat,logits,15000,naive,2,0
431,variants,8,advanced,no,50,both_fusion,logits,10000,advanced,2,0
431,variants,8,advanced,no,50,both_fusion,logits,10000,naive,2,0
431,variants,8,advanced,no,50,both_fusion,logits,15000,advanced,2,0
431,variants,8,advanced,no,50,both_fusion,logits,15000,naive,2,0
431,variants,8,medium,no,100,both_concat,logits,10000,advanced,2,0
431,variants,8,medium,no,100,both_concat,logits,10000,naive,2,0
431,variants,8,medium,no,100,both_concat,logits,15000,advanced,2,0
431,variants,8,medium,no,100,both_concat,logits,15000,naive,2,0
431,variants,8,medium,no,100,both_fusion,logits,10000,advanced,2,1
431,variants,8,medium,no,100,both_fusion,logits,10000,naive,2,1
431,variants,8,medium,no,100,both_fusion,logits,15000,advanced,2,1
431,variants,8,medium,no,100,both_fusion,logits,15000,naive,2,0
431,variants,8,medium,no,50,both_concat,logits,10000,advanced,2,0
431,variants,8,medium,no,50,both_concat,logits,10000,naive,2,0
431,variants,8,medium,no,50,both_concat,logits,15000,advanced,2,1
431,variants,8,medium,no,50,both_concat,logits,15000,naive,2,0
431,variants,8,medium,no,50,both_fusion,logits,10000,advanced,2,1
431,variants,8,medium,no,50,both_fusion,logits,10000,naive,2,0
431,variants,8,medium,no,50,both_fusion,logits,15000,advanced,2,1
431,variants,8,medium,no,50,both_fusion,logits,15000,naive,2,1
446,decomposition,8,advanced,no,100,both_concat,logits,10000,advanced,1,1
446,decomposition,8,advanced,no,100,both_concat,logits,10000,naive,1,1
446,decomposition,8,advanced,no,100,both_concat,logits,15000,advanced,1,1
446,decomposition,8,advanced,no,100,both_concat,logits,15000,naive,1,1
446,decomposition,8,advanced,no,100,both_fusion,logits,10000,advanced,1,1
446,decomposition,8,advanced,no,100,both_fusion,logits,10000,naive,2,1
446,decomposition,8,advanced,no,100,both_fusion,logits,15000,advanced,1,1
446,decomposition,8,advanced,no,100,both_fusion,logits,15000,naive,2,1
446,decomposition,8,advanced,no,50,both_concat,logits,10000,advanced,2,1
446,decomposition,8,advanced,no,50,both_concat,logits,10000,naive,2,1
446,decomposition,8,advanced,no,50,both_concat,logits,15000,advanced,2,1
446,decomposition,8,advanced,no,50,both_concat,logits,15000,naive,2,1
446,decomposition,8,advanced,no,50,both_fusion,logits,10000,advanced,2,1
446,decomposition,8,advanced,no,50,both_fusion,logits,10000,naive,2,1
446,decomposition,8,advanced,no,50,both_fusion,logits,15000,advanced,-1,0
446,decomposition,8,advanced,no,50,both_fusion,logits,15000,naive,2,1
446,decomposition,8,medium,no,100,both_concat,logits,10000,advanced,-1,-1
446,decomposition,8,medium,no,100,both_concat,logits,10000,naive,1,1
446,decomposition,8,medium,no,100,both_concat,logits,15000,advanced,-1,-1
446,decomposition,8,medium,no,100,both_concat,logits,15000,naive,-1,1
446,decomposition,8,medium,no,100,both_fusion,logits,10000,advanced,-1,-1
446,decomposition,8,medium,no,100,both_fusion,logits,10000,naive,-1,1
446,decomposition,8,medium,no,100,both_fusion,logits,15000,advanced,-1,0
446,decomposition,8,medium,no,100,both_fusion,logits,15000,naive,-1,1
446,decomposition,8,medium,no,50,both_concat,logits,10000,advanced,1,0
446,decomposition,8,medium,no,50,both_concat,logits,10000,naive,1,1
446,decomposition,8,medium,no,50,both_concat,logits,15000,advanced,-1,-1
446,decomposition,8,medium,no,50,both_concat,logits,15000,naive,-1,1
446,decomposition,8,medium,no,50,both_fusion,logits,10000,advanced,-1,0
446,decomposition,8,medium,no,50,both_fusion,logits,10000,naive,-1,1
446,decomposition,8,medium,no,50,both_fusion,logits,15000,advanced,-1,-1
446,decomposition,8,medium,no,50,both_fusion,logits,15000,naive,-1,1
446,none,8,advanced,no,100,both_concat,logits,10000,advanced,1,0
446,none,8,advanced,no,100,both_concat,logits,10000,naive,1,0
446,none,8,advanced,no,100,both_concat,logits,15000,advanced,2,0
446,none,8,advanced,no,100,both_concat,logits,15000,naive,1,0
446,none,8,advanced,no,100,both_fusion,logits,10000,advanced,2,0
446,none,8,advanced,no,100,both_fusion,logits,10000,naive,2,0
446,none,8,advanced,no,100,both_fusion,logits,15000,advanced,1,0
446,none,8,advanced,no,100,both_fusion,logits,15000,naive,1,0
446,none,8,advanced,no,50,both_concat,logits,10000,advanced,1,0
446,none,8,advanced,no,50,both_concat,logits,10000,naive,1,0
446,none,8,advanced,no,50,both_concat,logits,15000,advanced,2,0
446,none,8,advanced,no,50,both_concat,logits,15000,naive,2,0
446,none,8,advanced,no,50,both_fusion,logits,10000,advanced,2,0
446,none,8,advanced,no,50,both_fusion,logits,10000,naive,2,0
446,none,8,advanced,no,50,both_fusion,logits,15000,advanced,2,0
446,none,8,advanced,no,50,both_fusion,logits,15000,naive,2,0
446,none,8,medium,no,100,both_concat,logits,10000,advanced,1,0
446,none,8,medium,no,100,both_concat,logits,10000,naive,2,0
446,none,8,medium,no,100,both_concat,logits,15000,advanced,1,0
446,none,8,medium,no,100,both_concat,logits,15000,naive,1,0
446,none,8,medium,no,100,both_fusion,logits,10000,advanced,2,0
446,none,8,medium,no,100,both_fusion,logits,10000,naive,2,0
446,none,8,medium,no,100,both_fusion,logits,15000,advanced,2,0
446,none,8,medium,no,100,both_fusion,logits,15000,naive,2,0
446,none,8,medium,no,50,both_concat,logits,10000,advanced,1,0
446,none,8,medium,no,50,both_concat,logits,10000,naive,2,0
446,none,8,medium,no,50,both_concat,logits,15000,advanced,1,0
446,none,8,medium,no,50,both_concat,logits,15000,naive,1,0
446,none,8,medium,no,50,both_fusion,logits,10000,advanced,2,0
446,none,8,medium,no,50,both_fusion,logits,10000,naive,2,1
446,none,8,medium,no,50,both_fusion,logits,15000,advanced,2,0
446,none,8,medium,no,50,both_fusion,logits,15000,naive,2,0
446,variants,8,advanced,no,100,both_concat,logits,10000,advanced,2,0
446,variants,8,advanced,no,100,both_concat,logits,10000,naive,2,0
446,variants,8,advanced,no,100,both_concat,logits,15000,advanced,2,0
446,variants,8,advanced,no,100,both_concat,logits,15000,naive,2,0
446,variants,8,advanced,no,100,both_fusion,logits,10000,advanced,2,1
446,variants,8,advanced,no,100,both_fusion,logits,10000,naive,2,1
446,variants,8,advanced,no,100,both_fusion,logits,15000,advanced,2,1
446,variants,8,advanced,no,100,both_fusion,logits,15000,naive,2,1
446,variants,8,advanced,no,50,both_concat,logits,10000,advanced,2,1
446,variants,8,advanced,no,50,both_concat,logits,10000,naive,1,1
446,variants,8,advanced,no,50,both_concat,logits,15000,advanced,1,1
446,variants,8,advanced,no,50,both_concat,logits,15000,naive,1,1
446,variants,8,advanced,no,50,both_fusion,logits,10000,advanced,1,1
446,variants,8,advanced,no,50,both_fusion,logits,10000,naive,2,1
446,variants,8,advanced,no,50,both_fusion,logits,15000,advanced,1,1
446,variants,8,advanced,no,50,both_fusion,logits,15000,naive,2,1
446,variants,8,medium,no,100,both_concat,logits,10000,advanced,-1,0
446,variants,8,medium,no,100,both_concat,logits,10000,naive,-1,-1
446,variants,8,medium,no,100,both_concat,logits,15000,advanced,-1,0
446,variants,8,medium,no,100,both_concat,logits,15000,naive,1,-1
446,variants,8,medium,no,100,both_fusion,logits,10000,advanced,-1,0
446,variants,8,medium,no,100,both_fusion,logits,10000,naive,1,-1
446,variants,8,medium,no,100,both_fusion,logits,15000,advanced,-1,0
446,variants,8,medium,no,100,both_fusion,logits,15000,naive,1,-1
446,variants,8,medium,no,50,both_concat,logits,10000,advanced,-1,-1
446,variants,8,medium,no,50,both_concat,logits,10000,naive,1,0
446,variants,8,medium,no,50,both_concat,logits,15000,advanced,-1,-1
446,variants,8,medium,no,50,both_concat,logits,15000,naive,1,0
446,variants,8,medium,no,50,both_fusion,logits,10000,advanced,1,0
446,variants,8,medium,no,50,both_fusion,logits,10000,naive,-1,-1
446,variants,8,medium,no,50,both_fusion,logits,15000,advanced,-1,0
446,variants,8,medium,no,50,both_fusion,logits,15000,naive,-1,-1
451,decomposition,8,advanced,no,100,both_concat,logits,10000,advanced,1,1
451,decomposition,8,advanced,no,100,both_concat,logits,10000,naive,2,1
451,decomposition,8,advanced,no,100,both_concat,logits,15000,advanced,2,0
451,decomposition,8,advanced,no,100,both_concat,logits,15000,naive,2,0
451,decomposition,8,advanced,no,100,both_fusion,logits,10000,advanced,1,1
451,decomposition,8,advanced,no,100,both_fusion,logits,10000,naive,2,1
451,decomposition,8,advanced,no,100,both_fusion,logits,15000,advanced,2,0
451,decomposition,8,advanced,no,100,both_fusion,logits,15000,naive,2,0
451,decomposition,8,advanced,no,50,both_concat,logits,10000,advanced,2,1
451,decomposition,8,advanced,no,50,both_concat,logits,10000,naive,2,1
451,decomposition,8,advanced,no,50,both_concat,logits,15000,advanced,2,1
451,decomposition,8,advanced,no,50,both_concat,logits,15000,naive,2,1
451,decomposition,8,advanced,no,50,both_fusion,logits,10000,advanced,2,1
451,decomposition,8,advanced,no,50,both_fusion,logits,10000,naive,2,0
451,decomposition,8,advanced,no,50,both_fusion,logits,15000,advanced,2,1
451,decomposition,8,advanced,no,50,both_fusion,logits,15000,naive,2,1
451,decomposition,8,medium,no,100,both_concat,logits,10000,advanced,1,0
451,decomposition,8,medium,no,100,both_concat,logits,10000,naive,2,1
451,decomposition,8,medium,no,100,both_concat,logits,15000,advanced,2,1
451,decomposition,8,medium,no,100,both_concat,logits,15000,naive,2,0
451,decomposition,8,medium,no,100,both_fusion,logits,10000,advanced,2,1
451,decomposition,8,medium,no,100,both_fusion,logits,10000,naive,2,1
451,decomposition,8,medium,no,100,both_fusion,logits,15000,advanced,1,1
451,decomposition,8,medium,no,100,both_fusion,logits,15000,naive,2,0
451,decomposition,8,medium,no,50,both_concat,logits,10000,advanced,1,1
451,decomposition,8,medium,no,50,both_concat,logits,10000,naive,2,1
451,decomposition,8,medium,no,50,both_concat,logits,15000,advanced,1,0
451,decomposition,8,medium,no,50,both_concat,logits,15000,naive,2,1
451,decomposition,8,medium,no,50,both_fusion,logits,10000,advanced,2,1
451,decomposition,8,medium,no,50,both_fusion,logits,10000,naive,2,0
451,decomposition,8,medium,no,50,both_fusion,logits,15000,advanced,2,0
451,decomposition,8,medium,no,50,both_fusion,logits,15000,naive,2,1
451,none,8,advanced,no,100,both_concat,logits,10000,advanced,2,0
451,none,8,advanced,no,100,both_concat,logits,10000,naive,2,0
451,none,8,advanced,no,100,both_concat,logits,15000,advanced,2,1
451,none,8,advanced,no,100,both_concat,logits,15000,naive,2,1
451,none,8,advanced,no,100,both_fusion,logits,10000,advanced,2,0
451,none,8,advanced,no,100,both_fusion,logits,10000,naive,2,0
451,none,8,advanced,no,100,both_fusion,logits,15000,advanced,2,1
451,none,8,advanced,no,100,both_fusion,logits,15000,naive,2,1
451,none,8,advanced,no,50,both_concat,logits,10000,advanced,2,1
451,none,8,advanced,no,50,both_concat,logits,10000,naive,2,1
451,none,8,advanced,no,50,both_concat,logits,15000,advanced,2,1
451,none,8,advanced,no,50,both_concat,logits,15000,naive,2,1
451,none,8,advanced,no,50,both_fusion,logits,10000,advanced,2,0
451,none,8,advanced,no,50,both_fusion,logits,10000,naive,2,0
451,none,8,advanced,no,50,both_fusion,logits,15000,advanced,2,0
451,none,8,advanced,no,50,both_fusion,logits,15000,naive,2,0
451,none,8,medium,no,100,both_concat,logits,10000,advanced,2,1
451,none,8,medium,no,100,both_concat,logits,10000,naive,2,1
451,none,8,medium,no,100,both_concat,logits,15000,advanced,2,1
451,none,8,medium,no,100,both_concat,logits,15000,naive,2,1
451,none,8,medium,no,100,both_fusion,logits,10000,advanced,2,1
451,none,8,medium,no,100,both_fusion,logits,10000,naive,2,0
451,none,8,medium,no,100,both_fusion,logits,15000,advanced,2,1
451,none,8,medium,no,100,both_fusion,logits,15000,naive,2,1
451,none,8,medium,no,50,both_concat,logits,10000,advanced,2,1
451,none,8,medium,no,50,both_concat,logits,10000,naive,2,1
451,none,8,medium,no,50,both_concat,logits,15000,advanced,2,1
451,none,8,medium,no,50,both_concat,logits,15000,naive,2,1
451,none,8,medium,no,50,both_fusion,logits,10000,advanced,2,1
451,none,8,medium,no,50,both_fusion,logits,10000,naive,2,0
451,none,8,medium,no,50,both_fusion,logits,15000,advanced,2,0
451,none,8,medium,no,50,both_fusion,logits,15000,naive,2,0
451,variants,8,advanced,no,100,both_concat,logits,10000,advanced,2,1
451,variants,8,advanced,no,100,both_concat,logits,10000,naive,2,1
451,variants,8,advanced,no,100,both_concat,logits,15000,advanced,2,0
451,variants,8,advanced,no,100,both_concat,logits,15000,naive,2,0
451,variants,8,advanced,no,100,both_fusion,logits,10000,advanced,2,1
451,variants,8,advanced,no,100,both_fusion,logits,10000,naive,2,1
451,variants,8,advanced,no,100,both_fusion,logits,15000,advanced,2,0
451,variants,8,advanced,no,100,both_fusion,logits,15000,naive,2,1
451,variants,8,advanced,no,50,both_concat,logits,10000,advanced,2,1
451,variants,8,advanced,no,50,both_concat,logits,10000,naive,2,1
451,variants,8,advanced,no,50,both_concat,logits,15000,advanced,2,1
451,variants,8,advanced,no,50,both_concat,logits,15000,naive,2,1
451,variants,8,advanced,no,50,both_fusion,logits,10000,advanced,2,1
451,variants,8,advanced,no,50,both_fusion,logits,10000,naive,2,1
451,variants,8,advanced,no,50,both_fusion,logits,15000,advanced,2,0
451,variants,8,advanced,no,50,both_fusion,logits,15000,naive,2,1
451,variants,8,medium,no,100,both_concat,logits,10000,advanced,2,1
451,variants,8,medium,no,100,both_concat,logits,10000,naive,2,1
451,variants,8,medium,no,100,both_concat,logits,15000,advanced,2,0
451,variants,8,medium,no,100,both_concat,logits,15000,naive,2,0
451,variants,8,medium,no,100,both_fusion,logits,10000,advanced,2,0
451,variants,8,medium,no,100,both_fusion,logits,10000,naive,2,1
451,variants,8,medium,no,100,both_fusion,logits,15000,advanced,2,0
451,variants,8,medium,no,100,both_fusion,logits,15000,naive,2,1
451,variants,8,medium,no,50,both_concat,logits,10000,advanced,2,0
451,variants,8,medium,no,50,both_concat,logits,10000,naive,2,0
451,variants,8,medium,no,50,both_concat,logits,15000,advanced,2,0
451,variants,8,medium,no,50,both_concat,logits,15000,naive,2,1
451,variants,8,medium,no,50,both_fusion,logits,10000,advanced,2,0
451,variants,8,medium,no,50,both_fusion,logits,10000,naive,2,1
451,variants,8,medium,no,50,both_fusion,logits,15000,advanced,2,0
451,variants,8,medium,no,50,both_fusion,logits,15000,naive,2,1
458,decomposition,8,advanced,no,100,both_concat,logits,10000,advanced,-1,1
458,decomposition,8,advanced,no,100,both_concat,logits,10000,naive,1,1
458,decomposition,8,advanced,no,100,both_concat,logits,15000,advanced,1,0
458,decomposition,8,advanced,no,100,both_concat,logits,15000,naive,1,0
458,decomposition,8,advanced,no,100,both_fusion,logits,10000,advanced,1,0
458,decomposition,8,advanced,no,100,both_fusion,logits,10000,naive,1,0
458,decomposition,8,advanced,no,100,both_fusion,logits,15000,advanced,1,0
458,decomposition,8,advanced,no,100,both_fusion,logits,15000,naive,0,1
458,decomposition,8,advanced,no,50,both_concat,logits,10000,advanced,1,-1
458,decomposition,8,advanced,no,50,both_concat,logits,10000,naive,0,1
458,decomposition,8,advanced,no,50,both_concat,logits,15000,advanced,1,0
458,decomposition,8,advanced,no,50,both_concat,logits,15000,naive,0,1
458,decomposition,8,advanced,no,50,both_fusion,logits,10000,advanced,-1,0
458,decomposition,8,advanced,no,50,both_fusion,logits,10000,naive,1,0
458,decomposition,8,advanced,no,50,both_fusion,logits,15000,advanced,0,1
458,decomposition,8,advanced,no,50,both_fusion,logits,15000,naive,-1,0
458,decomposition,8,medium,no,100,both_concat,logits,10000,advanced,-1,1
458,decomposition,8,medium,no,100,both_concat,logits,10000,naive,-1,-1
458,decomposition,8,medium,no,100,both_concat,logits,15000,advanced,1,1
458,decomposition,8,medium,no,100,both_concat,logits,15000,naive,0,1
458,decomposition,8,medium,no,100,both_fusion,logits,10000,advanced,0,1
458,decomposition,8,medium,no,100,both_fusion,logits,10000,naive,1,1
458,decomposition,8,medium,no,100,both_fusion,logits,15000,advanced,0,1
458,decomposition,8,medium,no,100,both_fusion,logits,15000,naive,0,1
458,decomposition,8,medium,no,50,both_concat,logits,10000,advanced,1,1
458,decomposition,8,medium,no,50,both_concat,logits,10000,naive,0,1
458,decomposition,8,medium,no,50,both_concat,logits,15000,advanced,0,1
458,decomposition,8,medium,no,50,both_concat,logits,15000,naive,1,1
458,decomposition,8,medium,no,50,both_fusion,logits,10000,advanced,1,1
458,decomposition,8,medium,no,50,both_fusion,logits,10000,naive,1,1
458,decomposition,8,medium,no,50,both_fusion,logits,15000,advanced,0,1
458,decomposition,8,medium,no,50,both_fusion,logits,15000,naive,1,1
458,none,8,advanced,no,100,both_concat,logits,10000,advanced,2,0
458,none,8,advanced,no,100,both_concat,logits,10000,naive,1,0
458,none,8,advanced,no,100,both_concat,logits,15000,advanced,1,0
458,none,8,advanced,no,100,both_concat,logits,15000,naive,1,0
458,none,8,advanced,no,100,both_fusion,logits,10000,advanced,1,1
458,none,8,advanced,no,100,both_fusion,logits,10000,naive,1,0
458,none,8,advanced,no,100,both_fusion,logits,15000,advanced,2,0
458,none,8,advanced,no,100,both_fusion,logits,15000,naive,1,0
458,none,8,advanced,no,50,both_concat,logits,10000,advanced,1,0
458,none,8,advanced,no,50,both_concat,logits,10000,naive,1,0
458,none,8,advanced,no,50,both_concat,logits,15000,advanced,1,0
458,none,8,advanced,no,50,both_concat,logits,15000,naive,1,0
458,none,8,advanced,no,50,both_fusion,logits,10000,advanced,1,1
458,none,8,advanced,no,50,both_fusion,logits,10000,naive,1,0
458,none,8,advanced,no,50,both_fusion,logits,15000,advanced,1,0
458,none,8,advanced,no,50,both_fusion,logits,15000,naive,1,0
458,none,8,medium,no,100,both_concat,logits,10000,advanced,2,0
458,none,8,medium,no,100,both_concat,logits,10000,naive,1,0
458,none,8,medium,no,100,both_concat,logits,15000,advanced,2,0
458,none,8,medium,no,100,both_concat,logits,15000,naive,1,0
458,none,8,medium,no,100,both_fusion,logits,10000,advanced,2,0
458,none,8,medium,no,100,both_fusion,logits,10000,naive,1,0
458,none,8,medium,no,100,both_fusion,logits,15000,advanced,2,0
458,none,8,medium,no,100,both_fusion,logits,15000,naive,1,0
458,none,8,medium,no,50,both_concat,logits,10000,advanced,1,0
458,none,8,medium,no,50,both_concat,logits,10000,naive,1,0
458,none,8,medium,no,50,both_concat,logits,15000,advanced,1,0
458,none,8,medium,no,50,both_concat,logits,15000,naive,1,0
458,none,8,medium,no,50,both_fusion,logits,10000,advanced,2,0
458,none,8,medium,no,50,both_fusion,logits,10000,naive,1,0
458,none,8,medium,no,50,both_fusion,logits,15000,advanced,1,0
458,none,8,medium,no,50,both_fusion,logits,15000,naive,1,0
458,variants,8,advanced,no,100,both_concat,logits,10000,advanced,1,0
458,variants,8,advanced,no,100,both_concat,logits,10000,naive,1,0
458,variants,8,advanced,no,100,both_concat,logits,15000,advanced,1,0
458,variants,8,advanced,no,100,both_concat,logits,15000,naive,-1,-1
458,variants,8,advanced,no,100,both_fusion,logits,10000,advanced,0,1
458,variants,8,advanced,no,100,both_fusion,logits,10000,naive,1,0
458,variants,8,advanced,no,100,both_fusion,logits,15000,advanced,1,0
458,variants,8,advanced,no,100,both_fusion,logits,15000,naive,-1,-1
458,variants,8,advanced,no,50,both_concat,logits,10000,advanced,1,0
458,variants,8,advanced,no,50,both_concat,logits,10000,naive,1,0
458,variants,8,advanced,no,50,both_concat,logits,15000,advanced,1,1
458,variants,8,advanced,no,50,both_concat,logits,15000,naive,-1,-1
458,variants,8,advanced,no,50,both_fusion,logits,10000,advanced,-1,-1
458,variants,8,advanced,no,50,both_fusion,logits,10000,naive,-1,-1
458,variants,8,advanced,no,50,both_fusion,logits,15000,advanced,-1,-1
458,variants,8,advanced,no,50,both_fusion,logits,15000,naive,-1,-1
458,variants,8,medium,no,100,both_concat,logits,10000,advanced,0,1
458,variants,8,medium,no,100,both_concat,logits,10000,naive,0,1
458,variants,8,medium,no,100,both_concat,logits,15000,advanced,0,1
458,variants,8,medium,no,100,both_concat,logits,15000,naive,-1,0
458,variants,8,medium,no,100,both_fusion,logits,10000,advanced,0,1
458,variants,8,medium,no,100,both_fusion,logits,10000,naive,-1,0
458,variants,8,medium,no,100,both_fusion,logits,15000,advanced,-1,-1
458,variants,8,medium,no,100,both_fusion,logits,15000,naive,-1,0
458,variants,8,medium,no,50,both_concat,logits,10000,advanced,0,1
458,variants,8,medium,no,50,both_concat,logits,10000,naive,1,1
458,variants,8,medium,no,50,both_concat,logits,15000,advanced,1,1
458,variants,8,medium,no,50,both_concat,logits,15000,naive,1,1
458,variants,8,medium,no,50,both_fusion,logits,10000,advanced,0,1
458,variants,8,medium,no,50,both_fusion,logits,10000,naive,0,1
458,variants,8,medium,no,50,both_fusion,logits,15000,advanced,0,1
458,variants,8,medium,no,50,both_fusion,logits,15000,naive,0,1
459,decomposition,8,advanced,no,100,both_concat,logits,10000,advanced,-1,0
459,decomposition,8,advanced,no,100,both_concat,logits,10000,naive,2,1
459,decomposition,8,advanced,no,100,both_concat,logits,15000,advanced,-1,0
459,decomposition,8,advanced,no,100,both_concat,logits,15000,naive,2,1
459,decomposition,8,advanced,no,100,both_fusion,logits,10000,advanced,-1,-1
459,decomposition,8,advanced,no,100,both_fusion,logits,10000,naive,-1,-1
459,decomposition,8,advanced,no,100,both_fusion,logits,15000,advanced,-1,-1
459,decomposition,8,advanced,no,100,both_fusion,logits,15000,naive,-1,-1
459,decomposition,8,advanced,no,50,both_concat,logits,10000,advanced,-1,-1
459,decomposition,8,advanced,no,50,both_concat,logits,10000,naive,2,1
459,decomposition,8,advanced,no,50,both_concat,logits,15000,advanced,-1,-1
459,decomposition,8,advanced,no,50,both_concat,logits,15000,naive,2,1
459,decomposition,8,advanced,no,50,both_fusion,logits,10000,advanced,-1,-1
459,decomposition,8,advanced,no,50,both_fusion,logits,10000,naive,-1,-1
459,decomposition,8,advanced,no,50,both_fusion,logits,15000,advanced,-1,-1
459,decomposition,8,advanced,no,50,both_fusion,logits,15000,naive,-1,-1
459,decomposition,8,medium,no,100,both_concat,logits,10000,advanced,-1,0
459,decomposition,8,medium,no,100,both_concat,logits,10000,naive,-1,0
459,decomposition,8,medium,no,100,both_concat,logits,15000,advanced,-1,0
459,decomposition,8,medium,no,100,both_concat,logits,15000,naive,-1,0
459,decomposition,8,medium,no,100,both_fusion,logits,10000,advanced,-1,0
459,decomposition,8,medium,no,100,both_fusion,logits,10000,naive,-1,0
459,decomposition,8,medium,no,100,both_fusion,logits,15000,advanced,-1,0
459,decomposition,8,medium,no,100,both_fusion,logits,15000,naive,-1,0
459,decomposition,8,medium,no,50,both_concat,logits,10000,advanced,2,1
459,decomposition,8,medium,no,50,both_concat,logits,10000,naive,2,1
459,decomposition,8,medium,no,50,both_concat,logits,15000,advanced,2,1
459,decomposition,8,medium,no,50,both_concat,logits,15000,naive,2,1
459,decomposition,8,medium,no,50,both_fusion,logits,10000,advanced,2,1
